,region,hazard,rp,hhid,helped_cat,affected_cat,pcwgt,pcexp,pcsoc,c,pov_line,k,optimal_hh_reco_rate,dk_private,dk_public,dk0,scale_fac_soc,di0_pub,hh_reco_rate,dc0_prv,dc0_pub,dc0,welf_class,c_min,sub_savings_q1,sub_savings_q3,dc_pre_reco,dw,const,integ,t_start_prv_reco,t_pov_inc,t_pov_cons,dk_prv_t,sav_f,sav_i,sav_offset_to,t_exhaust_sav,intermed_sf_num,di_t,di_prv_t,di_pub_t,dc_t,dc_net,sav_delta,dc_net_t0
10,ARMM,EQ,1,157640230,helped,a,0.7497528996921894,21250.631276619915,0.0,28000.338,22302.6775,108467.29361659716,0.6150000000000003,13973,1597,15570.0,2.6584099870520747e-07,412.25827892471415,0.6150000000000003,12200.461331505972,412.25827892471415,12612.719610430686,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.01195221395341314,0.0,-1,0.0,0.0,66.74999999999946,17209.76000000003,30381.11,0.0,10.0,50.85378798953445,17.51,17.44,0.07,59.05,0.0,1.13,0.0
11,ARMM,EQ,1,157640347,helped,a,0.7497528996921894,17916.88377025668,0.0,24290.74,22302.6775,94097.10796149752,0.17500000000000002,37346,4269,41615.0,2.6584099870520747e-07,1102.022913418663,0.17500000000000002,16176.249865198733,1102.022913418663,17278.272778617396,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.012832451245802103,0.44082778670403394,-1,8.689788053949885,8.689788053949885,8162.190000000011,2733.7599999999898,30381.08,3110.0,9.799,6140.85226581557,2114.34,2114.15,0.19,3547.55,3110.0,8.32,3110.0
12,ARMM,EQ,1,157640463,helped,a,1.1246293043640396,11440.501364544498,0.0,14660.442999999997,22302.6775,56791.406426250505,0.2550000000000001,17190,1965,19155.0,2.6584099870520747e-07,507.2558034358568,0.257,7651.207057525175,507.2558034358568,8158.462860961032,2,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.016517961472156794,0.0,-1,8.689788053949885,8.689788053949885,1880.6999999999914,7435.119999999987,30381.02,0.0,10.0,2125.978227584604,488.0,487.91,0.09,973.74,0.0,18.72,0.0
13,ARMM,EQ,1,157640579,helped,a,0.9371911246152367,20696.533990140982,0.0,25692.907999999992,22302.6775,99528.80554156944,0.8450000000000005,7766,887,8653.0,2.6584099870520747e-07,228.97501152549873,0.8450000000000005,8567.027541721563,228.97501152549873,8796.002553247063,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.01247737893681451,0.0,-1,0.0,0.0,5.040000000000246,23902.230000000007,30381.09,0.0,10.0,4.9428126710511116,1.36,1.32,0.04,5.69,0.0,0.11,0.0
14,ARMM,EQ,1,157640696,helped,a,0.8434719594504279,21639.76041688796,0.0,28644.79299999999,22302.6775,110963.77382721759,0.165,45201,5168,50369.0,2.6584099870520747e-07,1334.0956703086556,0.165,19126.597351706954,1334.0956703086556,20460.69302201561,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.011816997715454358,0.5835803861133656,-1,3.737957610789993,0.0,10775.87000000001,4231.039999999983,30381.1,4706.0,8.907,9118.840872177243,2790.83,2790.6,0.23,4574.51,4574.51,0.0,4706.0
15,ARMM,EQ,1,157738012,helped,a,0.948218007106452,15883.194537205834,0.0,21983.362999999998,22302.6775,85158.8251970829,0.19500000000000006,31469,3598,35067.0,2.6584099870520747e-07,928.8073184540523,0.19500000000000006,14260.034072937902,928.8073184540523,15188.841391391954,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.013489098626030063,0.2256258485069696,-1,8.689788053949885,8.689788053949885,5780.579999999993,0.09999999998361679,30381.06,0.0,10.0,5502.475878737159,1498.01,1497.85,0.16,2629.47,2629.47,0.0,0.0
16,ARMM,EQ,1,1536121012,helped,a,0.9312026761891604,20720.475675616675,0.0,41782.48799999999,22302.6775,161856.38165967664,0.3350000000000001,38997,4458,43455.0,2.6584099870520747e-07,1150.81240290944,0.3350000000000001,23130.89299826367,1150.81240290944,24281.70540117311,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.009784369543536585,0.15328386524852494,-1,0.0,0.0,2122.119999999999,0.0900000000004242,30381.18,0.0,7.188,1989.639625524515,551.56,551.36,0.2,1267.07,1267.07,0.0,2185.0
17,ARMM,EQ,1,1536121027,helped,a,1.164003401704256,28826.684196085138,0.0,75756.96099999998,22302.6775,293466.1907398439,0.6150000000000003,37193,4252,41445.0,2.6584099870520747e-07,1097.6344408189634,0.6150000000000003,32474.898611801447,1097.6344408189634,33572.53305262041,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.007266390332545928,0.023554404695800626,-1,0.0,0.0,177.63000000001648,0.05000000000461302,30381.39,0.0,6.361,210.08930804961398,46.59,46.4,0.19,157.14,157.14,0.0,671.0
18,ARMM,EQ,1,1536201011,helped,a,1.222203338389206,15160.346855127902,0.0,17893.768,22302.6775,69316.6128052908,0.3850000000000002,15186,1736,16922.0,2.6584099870520747e-07,448.1404960634338,0.3850000000000002,9766.806758766883,448.1404960634338,10214.947254830317,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.014951304778021698,0.0,-1,8.689788053949885,8.689788053949885,535.1899999999935,13048.100000000013,30381.04,0.0,10.0,659.3439192676091,139.26,139.18,0.08,346.84,0.0,6.66,0.0
19,ARMM,EQ,1,1536201024,helped,a,1.0476028507206896,14794.320940493648,0.0,20441.686,22302.6775,79186.69972413489,0.36500000000000016,18061,2065,20126.0,2.6584099870520747e-07,533.0703481399717,0.36500000000000016,11254.629919010185,533.0703481399717,11787.700267150158,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.013988515848086478,0.0,-1,8.689788053949885,8.689788053949885,757.3099999999896,9332.569999999978,30381.06,0.0,10.0,799.3300774598473,196.96,196.87,0.09,475.33,0.0,9.13,0.0
20,ARMM,EQ,1,1536201036,helped,a,1.0476028507206896,15816.411216155977,0.0,20354.516,22302.6775,78849.02187236899,0.6150000000000003,10051,1149,11200.0,2.6584099870520747e-07,296.60911865027964,0.6150000000000003,8775.984888210587,296.60911865027964,9072.594006860867,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.014018437369930293,0.0,-1,8.689788053949885,8.689788053949885,47.96999999999984,20906.70999999997,30381.06,0.0,10.0,51.05972329312262,12.58,12.53,0.05,42.43,0.0,0.81,0.0
21,ARMM,EQ,1,1536201049,helped,a,0.3492009678079917,29760.721300155656,0.0,29381.922,22302.6775,113819.25320308475,0.3350000000000001,27642,3160,30802.0,2.6584099870520747e-07,815.7396126500292,0.3350000000000001,16395.72644711143,815.7396126500292,17211.466059761457,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.011667824682808315,0.027856108792901454,-1,0.3082851637764933,0.0,1504.2199999999916,0.09000000000884371,30381.11,0.0,10.0,528.8679699054163,390.96,390.82,0.14,898.14,898.14,0.0,0.0
22,ARMM,EQ,1,1536215011,helped,a,1.5904032457176505,13408.343557755159,1599.2649022059893,14467.271,22302.6775,49847.89096722996,0.5250000000000002,7643,873,8516.0,2.6584099870520747e-07,225.36097526692262,0.5250000000000002,5985.585236853215,225.36097526692262,6210.946212120138,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.016627872559854543,0.0,-1,8.689788053949885,8.689788053949885,79.80999999999673,22693.67999999999,30381.02,0.0,10.0,128.45947740079495,20.85,20.81,0.04,63.18,0.0,1.21,0.0
23,ARMM,EQ,1,1536215012,helped,a,1.2369802102032301,9795.45256143342,2193.2777433308343,9765.756799999997,22302.6775,29334.15693929362,0.4950000000000002,4758,544,5302.0,2.6584099870520747e-07,140.4311231903848,0.496,3123.345537770647,140.4311231903848,3263.7766609610317,2,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.020238440453304102,0.0,-1,8.689788053949885,8.689788053949885,64.92000000000063,25445.540000000008,30380.98,0.0,10.0,81.18856813027695,16.94,16.92,0.02,49.45,0.0,0.95,0.0
24,ARMM,EQ,1,1536215013,helped,a,1.5904032457176505,12009.946327266245,2505.51501345605,14189.766000000001,22302.6775,45262.27799276844,0.6450000000000004,5370,614,5984.0,2.6584099870520747e-07,158.5013044832652,0.6450000000000004,4849.898233962056,158.5013044832652,5008.399538445321,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.01678967845252877,0.0,-1,8.689788053949885,8.689788053949885,19.750000000001773,25415.020000000008,30381.01,0.0,10.0,31.97768345600589,5.19,5.16,0.03,18.09,0.0,0.35,0.0
25,ARMM,EQ,1,1536215027,helped,a,1.767114575248842,12984.944550791464,0.0,26386.826,22302.6775,102216.89478720078,0.7850000000000005,9165,1047,10212.0,2.6584099870520747e-07,270.2782830520825,0.7850000000000005,9560.42802213213,270.2782830520825,9830.706305184212,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.012312221473803748,0.0,-1,0.0,0.0,10.01000000000337,22526.839999999986,30381.1,0.0,10.0,18.275256865597065,2.67,2.62,0.05,10.65,0.0,0.2,0.0
26,ARMM,EQ,1,1536250016,helped,a,0.35032377365397815,20559.99061143117,0.0,24692.900000000005,22302.6775,95654.98939853057,0.21500000000000005,33835,3868,37703.0,2.6584099870520747e-07,998.5065891551625,0.21500000000000005,16008.87620063726,998.5065891551625,17007.382789792424,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.012727524650605117,0.2985594633468659,-1,6.050096339113666,0.0,5223.619999999974,2539.850000000003,30381.08,2211.0,9.489,1837.7886613936164,1354.22,1354.05,0.17,2481.96,2211.0,5.12,2211.0
27,ARMM,EQ,1,1536313011,helped,a,0.9435227467183737,12376.582529583391,0.0,12662.072,22302.6775,49050.146516748966,0.9150000000000006,3732,426,4158.0,2.6584099870520747e-07,109.96996043952926,0.9150000000000006,4378.178808357568,109.96996043952926,4488.148768797098,1,15573.959716184301,1538.5808249715756,9071.979577145335,0,0,0.017773690211284065,0.0,-1,8.689788053949885,8.689788053949885,1.330000000000931,27353.46,30381.02,0.0,10.0,1.3435724654442827,0.37,0.35,0.02,1.61,0.0,0.03,0.0
